image,clip_score,lpips_score,clip_iqa
gen_test_1.png,0.296630859375,0.0,0.445556640625
gen_test_10.png,0.302490234375,0.0,0.48828125
gen_test_2.png,0.284912109375,0.0,0.50390625
gen_test_3.png,0.353271484375,0.0,0.546875
gen_test_4.png,0.246337890625,0.0,0.2783203125
gen_test_5.png,0.364501953125,0.0,0.1365966796875
gen_test_6.png,0.29736328125,0.0,0.5234375
gen_test_7.png,0.281982421875,0.0,0.381103515625
gen_test_8.png,0.343017578125,0.0,0.54296875
gen_test_9.png,0.287841796875,0.0,0.090087890625
