image,clip_score,lpips_score,clip_iqa
gen_test_1.png,0.291748046875,0.0010604129638522863,0.5390625
gen_test_10.png,0.325439453125,0.001011667656712234,0.219970703125
gen_test_2.png,0.3779296875,0.0033143088221549988,0.07159423828125
gen_test_3.png,0.31787109375,0.0006514102569781244,0.51953125
gen_test_4.png,0.33056640625,0.0013494851300492883,0.77197265625
gen_test_5.png,0.3271484375,0.0016964249080047011,0.1422119140625
gen_test_6.png,0.307373046875,0.001140462001785636,0.86865234375
gen_test_7.png,0.3759765625,0.0020919404923915863,0.51171875
gen_test_8.png,0.404296875,0.0006867421325296164,0.45703125
gen_test_9.png,0.333984375,0.0015325797721743584,0.6826171875
