image,clip_score,lpips_score,clip_iqa
after_seen_1.png,0.2953771650791168,0.443958044052124,0.17081819474697113
after_seen_2.png,0.3099655210971832,0.6093742251396179,0.5098416209220886
after_seen_3.png,0.33488816022872925,0.5975015759468079,0.6799454689025879
after_seen_4.png,0.24549244344234467,0.6358172297477722,0.913574755191803
after_seen_5.png,0.3068796694278717,0.6580110192298889,0.9102461934089661
after_seen_6.png,0.3271770179271698,0.6577410697937012,0.9026226997375488
after_seen_7.png,0.305669903755188,0.510223925113678,0.9150118231773376
after_seen_8.png,0.30347689986228943,0.5568746328353882,0.8479118943214417
after_seen_9.png,0.32303333282470703,0.5815832018852234,0.7425314784049988
after_seen_10.png,0.32761234045028687,0.4370502829551697,0.8668354749679565
after_unseen_1.png,0.35890650749206543,0.5932565927505493,0.20828458666801453
after_unseen_2.png,0.3061119318008423,0.6448973417282104,0.8808465003967285
after_unseen_3.png,0.3671667277812958,0.5971178412437439,0.6903263330459595
after_unseen_4.png,0.28684529662132263,0.7176725268363953,0.7399718761444092
after_unseen_5.png,0.30124664306640625,0.6854518055915833,0.587755024433136
after_unseen_6.png,0.3134058713912964,0.7209420204162598,0.8303395509719849
after_unseen_7.png,0.2572649121284485,0.6750284433364868,0.8066616654396057
after_unseen_8.png,0.25076162815093994,0.5610268115997314,0.4502776861190796
after_unseen_9.png,0.29887887835502625,0.6677639484405518,0.7605280876159668
after_unseen_10.png,0.30923569202423096,0.6741701364517212,0.5058805346488953
after_unseen_11.png,0.2878040671348572,0.6251852512359619,0.49784377217292786
after_unseen_12.png,0.38331490755081177,0.6370139122009277,0.6020236611366272
after_unseen_13.png,0.29037079215049744,0.5548238158226013,0.21756179630756378
after_unseen_14.png,0.29264187812805176,0.637582540512085,0.8211816549301147
after_unseen_15.png,0.2896076440811157,0.6442102193832397,0.22633810341358185
after_unseen_16.png,0.33244943618774414,0.5302057862281799,0.6200933456420898
after_unseen_17.png,0.3336021304130554,0.692267894744873,0.7965513467788696
after_unseen_18.png,0.27472805976867676,0.5263006091117859,0.4939311146736145
after_unseen_19.png,0.31593841314315796,0.4687759578227997,0.3674453794956207
after_unseen_20.png,0.3504132628440857,0.6962626576423645,0.849083423614502
after_unseen_21.png,0.307087779045105,0.5563632249832153,0.40854591131210327
after_unseen_22.png,0.34530210494995117,0.5957152843475342,0.9116808772087097
after_unseen_23.png,0.34902626276016235,0.6509071588516235,0.24547375738620758
after_unseen_24.png,0.3181462287902832,0.7294307947158813,0.9734591245651245
after_unseen_25.png,0.33046430349349976,0.5939638614654541,0.5211613178253174
after_unseen_26.png,0.28035080432891846,0.6564908623695374,0.8292393684387207
after_unseen_27.png,0.3668775260448456,0.5680980086326599,0.6596612930297852
after_unseen_28.png,0.3119083642959595,0.5569245219230652,0.11272688955068588
after_unseen_29.png,0.329037606716156,0.6068284511566162,0.7076679468154907
after_unseen_30.png,0.33782440423965454,0.7477722764015198,0.8270118832588196
after_unseen_31.png,0.2746104598045349,0.6832587122917175,0.7105239629745483
after_unseen_32.png,0.29203227162361145,0.6286765336990356,0.6208335757255554
after_unseen_33.png,0.2734459638595581,0.6990259885787964,0.6083191633224487
after_unseen_34.png,0.3634292483329773,0.7296287417411804,0.7711713910102844
after_unseen_35.png,0.3136845529079437,0.6414380073547363,0.5648356080055237
after_unseen_36.png,0.24284982681274414,0.6408295035362244,0.3397129476070404
after_unseen_37.png,0.3299899399280548,0.7370327115058899,0.756572961807251
after_unseen_38.png,0.3255194127559662,0.3890874981880188,0.3082443177700043
after_unseen_39.png,0.29147785902023315,0.7181459665298462,0.5617304444313049
after_unseen_40.png,0.3015461564064026,0.39787232875823975,0.38569051027297974
after_unseen_41.png,0.28577297925949097,0.6604713201522827,0.8948684930801392
after_unseen_42.png,0.26827001571655273,0.46560391783714294,0.428693026304245
after_unseen_43.png,0.29252898693084717,0.5923072099685669,0.8386900424957275
after_unseen_44.png,0.32031381130218506,0.3748294711112976,0.3699016869068146
after_unseen_45.png,0.3473442792892456,0.7165065407752991,0.628782331943512
after_unseen_46.png,0.29997143149375916,0.6484478712081909,0.706030547618866
after_unseen_47.png,0.3172641098499298,0.6938958764076233,0.976653516292572
after_unseen_48.png,0.2561504542827606,0.7699143290519714,0.75228351354599
after_unseen_49.png,0.3378692865371704,0.7898290157318115,0.9122694730758667
after_unseen_50.png,0.3437148332595825,0.6856268644332886,0.9217501878738403
